predict,label
0.9973844885826111,1.0
0.9832783341407776,1.0
0.992830216884613,1.0
0.8366228938102722,0.0
0.9945247173309326,1.0
0.030656136572360992,0.0
0.059289295226335526,0.0
0.649355947971344,0.0
0.9972121119499207,1.0
0.03070053830742836,0.0
0.9857766032218933,0.0
0.9820167422294617,1.0
0.9942335486412048,1.0
0.9934290051460266,0.0
0.003001222386956215,0.0
0.09838619828224182,0.0
0.9928720593452454,1.0
0.9895050525665283,1.0
0.9970128536224365,1.0
0.003963103983551264,0.0
0.014193333685398102,0.0
0.9970815777778625,1.0
0.9947145581245422,0.0
0.9964340925216675,0.0
0.00412397226318717,0.0
0.009625662118196487,1.0
0.003278247779235244,1.0
0.9907132387161255,1.0
0.9972435235977173,1.0
0.002791440347209573,0.0
0.006136471871286631,0.0
0.018405113369226456,1.0
0.9657509922981262,1.0
0.9973428845405579,1.0
0.0027404401917010546,0.0
0.0033722424414008856,0.0
0.9975281357765198,1.0
0.03576583415269852,0.0
0.007912571541965008,0.0
0.9759830236434937,1.0
0.9530553221702576,0.0
0.9971677660942078,1.0
0.0064430334605276585,0.0
0.9931542873382568,1.0
0.9975050091743469,1.0
0.9051464796066284,1.0
0.005594820249825716,0.0
0.9660074710845947,0.0
0.002632233314216137,0.0
0.05264641344547272,1.0
0.003885685233399272,0.0
0.10047340393066406,0.0
0.9963024854660034,1.0
0.017949266359210014,0.0
0.9842104911804199,0.0
0.006700316909700632,0.0
0.7337507009506226,0.0
0.9951281547546387,1.0
0.6667570471763611,0.0
0.002769051818177104,0.0
0.9906180500984192,1.0
0.003704483387991786,0.0
0.9139235615730286,0.0
0.5216858386993408,0.0
0.005906304344534874,0.0
0.9823365807533264,0.0
0.9951024055480957,1.0
0.002598781604319811,0.0
0.006383162457495928,0.0
0.9969307780265808,1.0
0.0028464465867727995,0.0
0.006669285241514444,0.0
0.006731649395078421,0.0
0.18398216366767883,0.0
0.0031606548000127077,0.0
0.9560604095458984,1.0
0.005741088651120663,0.0
0.9972121119499207,1.0
0.005956817883998156,0.0
0.9928081035614014,1.0
0.997139573097229,1.0
0.994788646697998,0.0
0.004875262267887592,0.0
0.011376098729670048,0.0
0.016513781622052193,0.0
0.9722604751586914,1.0
0.0027601830661296844,0.0
0.9966817498207092,1.0
0.011175996623933315,0.0
0.003155721817165613,0.0
0.996288537979126,1.0
0.010331151075661182,0.0
0.10052327811717987,1.0
0.9972140192985535,1.0
0.0073480489663779736,0.0
0.9960694313049316,1.0
0.9964614510536194,1.0
0.9950466156005859,1.0
0.04104234650731087,1.0
0.9401313662528992,1.0
0.9942890405654907,0.0
0.0028161590453237295,1.0
0.996334433555603,1.0
0.003964986652135849,0.0
0.9916821122169495,1.0
0.004906078334897757,0.0
0.9957834482192993,1.0
0.016792016103863716,0.0
0.004261673428118229,0.0
0.0030499729327857494,1.0
0.9934590458869934,1.0
0.9941509366035461,1.0
0.0041420795023441315,0.0
0.7657697200775146,1.0
0.9965837001800537,1.0
0.9898367524147034,1.0
0.009829206392168999,0.0
0.5662408471107483,1.0
0.9887533187866211,1.0
0.003023857716470957,0.0
0.9949405193328857,1.0
0.9974697828292847,1.0
0.9935672879219055,1.0
0.10052327811717987,1.0
0.9958364963531494,1.0
0.9959390163421631,1.0
0.004560715984553099,0.0
0.007808382157236338,1.0
0.004679558798670769,0.0
0.022670572623610497,0.0
0.9965882301330566,1.0
0.9853052496910095,1.0
0.0046082548797130585,0.0
0.003074294188991189,0.0
0.010708012618124485,0.0
